sigma,m,n,p,q,tc,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
69.17225225225225,1,2,[ 5.34180380e-05 -2.22380499e-02  1.00000000e+00],[-0.03499772  1.        ],"[1.0, 0.012759671660191034, 0.0004999774735089335, 1.7498072385556954e-05]",(28.573288673878096+0j),(-11.66355990310051+0j),[1],,,(0.5481897388232758+0j),[-0.00152633  0.59180198]
69.17225225225225,2,0,[1.],[-3.37168253e-04 -1.27596717e-02  1.00000000e+00],"[1.0, 0.012759671660191036, 0.0004999774735089336, 1.0681704597303932e-05]",(38.73157388119338+0j),(-25.721629422313836+0j),[1],(-76.57520702442915+0j),(25.721629422313836+0j),(0.22307126450236034+0j),[0.]
69.17225225225225,2,1,[-0.02021652  1.        ],[-7.92121307e-05 -3.29761889e-02  1.00000000e+00],"[1.0, 0.012759671660191034, 0.0004999774735089336, 1.749807238555696e-05]",(28.388976508019972+0j),(-11.369943819521145+0j),[1],(-444.69123480470944+0j),(266.58990891384246+0j),(0.5635194678172943+0j),[0.]
69.17225225225225,3,0,[1.],[-6.81636779e-06 -3.37168253e-04 -1.27596717e-02  1.00000000e+00],"[1.0, 0.012759671660191036, 0.0004999774735089336, 1.7498072385556958e-05]",(32.414282011656695+0j),(-17.824236339986275-0j),[1],(-40.93939307225219+53.38468607898038j),(8.912118169993136-12.245770623880817j),(0.1588534885840228+0j),[0.]
69.27234234234234,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
69.27234234234234,0,1,[0.01274138 1.        ],[1.],"[1.0, 0.012741384239955245, 0.0, 0.0]",,,,,,,
69.27234234234234,0,2,[4.98549123e-04 1.27413842e-02 1.00000000e+00],[1.],"[1.0, 0.012741384239955245, 0.0004985491233003013, 0.0]",,,,,,,
69.27234234234234,0,3,[1.74233047e-05 4.98549123e-04 1.27413842e-02 1.00000000e+00],[1.],"[1.0, 0.012741384239955245, 0.0004985491233003013, 1.7423304660965586e-05]",,,,,,,
69.27234234234234,1,0,[1.],[-0.01274138  1.        ],"[1.0, 0.012741384239955245, 0.00016234287235017988, 2.068472915231648e-06]",(78.48440806487385+0j),(-78.48440806487385+0j),[1],,,0j,[0.]
69.27234234234234,1,1,[-0.02638695  1.        ],[-0.03912833  1.        ],"[1.0, 0.012741384239955245, 0.0004985491233003013, 1.950739603033682e-05]",(25.556928383726124+0j),(-8.32211906180165+0j),[1],,,(0.6743693554699272+0j),[0.67436936]
69.27234234234234,1,2,[ 5.32629739e-05 -2.22066356e-02  1.00000000e+00],[-0.03494802  1.        ],"[1.0, 0.012741384239955245, 0.0004985491233003013, 1.7423304660965586e-05]",(28.613924453564145+0j),(-11.679929878836633+0j),[1],,,(0.5482001633997318+0j),[-0.00152406  0.59180958]
69.27234234234234,2,0,[1.],[-3.36206251e-04 -1.27413842e-02  1.00000000e+00],"[1.0, 0.012741384239955245, 0.0004985491233003013, 1.0635938969692278e-05]",(38.78701800775419+0j),(-25.758417940111467+0j),[1],(-76.68454134037515+0j),(25.758417940111467+0j),(0.22307153454517506+0j),[0.]
69.27234234234234,2,1,[-0.0201881  1.       ],[-7.89819013e-05 -3.29294851e-02  1.00000000e+00],"[1.0, 0.012741384239955245, 0.0004985491233003013, 1.7423304660965586e-05]",(28.429370426060423+0j),(-11.385933387619376+0j),[1],(-445.35381160912095+0j),(266.99007168417336+0j),(0.5635279634395036+0j),[0.]
69.27234234234234,3,0,[1.],[-6.78736569e-06 -3.36206251e-04 -1.27413842e-02  1.00000000e+00],"[1.0, 0.012741384239955245, 0.0004985491233003013, 1.7423304660965586e-05]",(32.460573258320764+0j),(-17.849622594411436-0j),[1],(-40.99735136698576+53.46057485050801j),(8.92481129720572-12.26320737101075j),(0.1588539356527569+0j),[0.]
69.37243243243243,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
69.37243243243243,0,1,[0.01272315 1.        ],[1.],"[1.0, 0.012723148957382632, 0.0, 0.0]",,,,,,,
69.37243243243243,0,2,[4.97126874e-04 1.27231490e-02 1.00000000e+00],[1.],"[1.0, 0.012723148957382632, 0.0004971268738097064, 0.0]",,,,,,,
69.37243243243243,0,3,[1.73489607e-05 4.97126874e-04 1.27231490e-02 1.00000000e+00],[1.],"[1.0, 0.012723148957382632, 0.0004971268738097064, 1.7348960677698268e-05]",,,,,,,
69.37243243243243,1,0,[1.],[-0.01272315  1.        ],"[1.0, 0.012723148957382632, 0.00016187851939174675, 2.0596045152217466e-06]",(78.5968947899292+0j),(-78.5968947899292+0j),[1],,,0j,[0.]
69.37243243243243,1,1,[-0.02634948  1.        ],[-0.03907263  1.        ],"[1.0, 0.012723148957382632, 0.0004971268738097064, 1.9424053706485225e-05]",(25.59336384267346+0j),(-8.333920500729434+0j),[1],,,(0.6743718195091748+0j),[0.67437182]
69.37243243243243,1,2,[ 5.31086109e-05 -2.21753077e-02  1.00000000e+00],[-0.03489846  1.        ],"[1.0, 0.012723148957382632, 0.0004971268738097064, 1.7348960677698268e-05]",(28.654562255637178+0j),(-11.696302069416504+0j),[1],,,(0.5482104813586307+0j),[-0.0015218   0.59181711]
69.37243243243243,2,0,[1.],[-3.35248354e-04 -1.27231490e-02  1.00000000e+00],"[1.0, 0.012723148957382632, 0.0004971268738097064, 1.0590434017175959e-05]",(38.842462579748755+0j),(-25.795206713309152+0j),[1],(-76.793876180188+0j),(25.795206713309152+0j),(0.22307180415717326+0j),[0.]
69.37243243243243,2,1,[-0.02015976  1.        ],[-7.87527138e-05 -3.28829098e-02  1.00000000e+00],"[1.0, 0.012723148957382632, 0.0004971268738097063, 1.7348960677698264e-05]",(28.469766141941573+0j),(-11.401924782709976+0j),[1],(-446.0161369648746+0j),(267.3900667613505+0j),(0.5635363769725225+0j),[0.]
69.37243243243243,3,0,[1.],[-6.75852666e-06 -3.35248354e-04 -1.27231490e-02  1.00000000e+00],"[1.0, 0.012723148957382632, 0.0004971268738097064, 1.7348960677698268e-05]",(32.506865494110215+0j),(-17.875009657431885-0j),[1],(-41.055314226357524+53.53646656910103j),(8.937504828715944-12.280644924781228j),(0.15885437889660153+0j),[0.]
69.47252252252252,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
69.47252252252252,0,1,[0.01270497 1.        ],[1.],"[1.0, 0.012704965590691245, 0.0, 0.0]",,,,,,,
69.47252252252252,0,2,[4.95710671e-04 1.27049656e-02 1.00000000e+00],[1.],"[1.0, 0.012704965590691245, 0.000495710670541177, 0.0]",,,,,,,
69.47252252252252,0,3,[1.72750380e-05 4.95710671e-04 1.27049656e-02 1.00000000e+00],[1.],"[1.0, 0.012704965590691245, 0.000495710670541177, 1.727503801472181e-05]",,,,,,,
69.47252252252252,1,0,[1.],[-0.01270497  1.        ],"[1.0, 0.012704965590691245, 0.00016141615066064854, 2.0507866399253736e-06]",(78.70938278909519+0j),(-78.70938278909519+0j),[1],,,0j,[0.]
69.47252252252252,1,1,[-0.02631212  1.        ],[-0.03901708  1.        ],"[1.0, 0.012704965590691245, 0.000495710670541177, 1.93411833455437e-05]",(25.629800497981993+0j),(-8.345722584644209+0j),[1],,,(0.6743742665768575+0j),[0.67437427]
69.47252252252252,1,2,[ 5.29548926e-05 -2.21440684e-02  1.00000000e+00],[-0.03484903  1.        ],"[1.0, 0.012704965590691245, 0.000495710670541177, 1.727503801472181e-05]",(28.69519998269941+0j),(-11.712673438101664+0j),[1],,,(0.5482208185119933+0j),[-0.00151955  0.59182465]
69.47252252252252,2,0,[1.],[-3.34294520e-04 -1.27049656e-02  1.00000000e+00],"[1.0, 0.012704965590691245, 0.000495710670541177, 1.0545187384402899e-05]",(38.89790837178528+0j),(-25.831996425727347+0j),[1],(-76.90321457672036+0j),(25.831996425727347+0j),(0.22307207191085962+0j),[0.]
69.47252252252252,2,1,[-0.0201315  1.       ],[-7.85244860e-05 -3.28364671e-02  1.00000000e+00],"[1.0, 0.012704965590691245, 0.000495710670541177, 1.727503801472181e-05]",(28.510161938119705+0j),(-11.417915617947314+0j),[1],(-446.6786694322385+0j),(267.7901956668509+0j),(0.5635448015362495+0j),[0.]
69.47252252252252,3,0,[1.],[-6.72985063e-06 -3.34294520e-04 -1.27049656e-02  1.00000000e+00],"[1.0, 0.012704965590691245, 0.000495710670541177, 1.727503801472181e-05]",(32.553158430967294+0j),(-17.90039703047142-0j),[1],(-41.1132760638866+53.612359094033934j),(8.950198515235712-12.298082453005156j),(0.15885482219500904+0j),[0.]
69.57261261261262,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
69.57261261261262,0,1,[0.01268683 1.        ],[1.],"[1.0, 0.012686833919350413, 0.0, 0.0]",,,,,,,
69.57261261261262,0,2,[4.94300489e-04 1.26868339e-02 1.00000000e+00],[1.],"[1.0, 0.012686833919350413, 0.000494300489484628, 0.0]",,,,,,,
69.57261261261262,0,3,[1.72015262e-05 4.94300489e-04 1.26868339e-02 1.00000000e+00],[1.],"[1.0, 0.012686833919350413, 0.000494300489484628, 1.7201526228563068e-05]",,,,,,,
69.57261261261262,1,0,[1.],[-0.01268683  1.        ],"[1.0, 0.012686833919350413, 0.00016095575489718017, 2.0420189307441967e-06]",(78.82187205704366+0j),(-78.82187205704366+0j),[1],,,0j,[0.]
69.57261261261262,1,1,[-0.02627486  1.        ],[-0.03896169  1.        ],"[1.0, 0.012686833919350413, 0.000494300489484628, 1.925878240843663e-05]",(25.666237823430183+0j),(-8.357524971395431+0j),[1],,,(0.6743767033995914+0j),[0.6743767]
69.57261261261262,1,2,[ 5.28020264e-05 -2.21129015e-02  1.00000000e+00],[-0.03479974  1.        ],"[1.0, 0.012686833919350413, 0.000494300489484628, 1.7201526228563068e-05]",(28.73585069816909+0j),(-11.729060222402746+0j),[1],,,(0.54823058152342+0j),[-0.00151731  0.59183181]
69.57261261261262,2,0,[1.],[-3.33344735e-04 -1.26868339e-02  1.00000000e+00],"[1.0, 0.012686833919350413, 0.000494300489484628, 1.0500197501945983e-05]",(38.95335498474973+0j),(-25.868786725896907+0j),[1],(-77.01255497496952+0j),(25.868786725896907+0j),(0.2230723385422701+0j),[0.]
69.57261261261262,2,1,[-0.0201033  1.       ],[-7.82975244e-05 -3.27901325e-02  1.00000000e+00],"[1.0, 0.012686833919350413, 0.000494300489484628, 1.7201526228563068e-05]",(28.55056921558108+0j),(-11.433919252244314+0j),[1],(-447.3394485577752+0j),(268.1891453000123+0j),(0.5635527859038598+0j),[0.]
69.57261261261262,3,0,[1.],[-6.70132873e-06 -3.33344735e-04 -1.26868339e-02  1.00000000e+00],"[1.0, 0.012686833919350413, 0.000494300489484628, 1.7201526228563068e-05]",(32.59945667219609+0j),(-17.925789489118817-0j),[1],(-41.17126860716637+53.688271214080636j),(8.962894744559408-12.315524991896615j),(0.1588552453134234+0j),[0.]
69.67270270270271,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
69.67270270270271,0,1,[0.01266875 1.        ],[1.],"[1.0, 0.012668753724071951, 0.0, 0.0]",,,,,,,
69.67270270270271,0,2,[4.92896297e-04 1.26687537e-02 1.00000000e+00],[1.],"[1.0, 0.012668753724071951, 0.0004928962966589817, 0.0]",,,,,,,
69.67270270270271,0,3,[1.71284369e-05 4.92896297e-04 1.26687537e-02 1.00000000e+00],[1.],"[1.0, 0.012668753724071951, 0.0004928962966589817, 1.7128436880650955e-05]",,,,,,,
69.67270270270271,1,0,[1.],[-0.01266875  1.        ],"[1.0, 0.012668753724071951, 0.00016049732092118693, 2.033301032123858e-06]",(78.93436258847592+0j),(-78.93436258847592+0j),[1],,,0j,[0.]
69.67270270270271,1,1,[-0.0262377  1.       ],[-0.03890645  1.        ],"[1.0, 0.012668753724071953, 0.0004928962966589817, 1.917684758513497e-05]",(25.702675816282373+0j),(-8.369327659755573+0j),[1],,,(0.6743791300338585+0j),[0.67437913]
69.67270270270271,1,2,[ 5.26496363e-05 -2.20818358e-02  1.00000000e+00],[-0.03475059  1.        ],"[1.0, 0.012668753724071953, 0.0004928962966589817, 1.7128436880650955e-05]",(28.776490236291167+0j),(-11.745432832973687+0j),[1],,,(0.5482408376425+0j),[-0.00151507  0.59183928]
69.67270270270271,2,0,[1.],[-3.32398976e-04 -1.26687537e-02  1.00000000e+00],"[1.0, 0.012668753724071951, 0.0004928962966589817, 1.0455462555635639e-05]",(39.008802415262885+0j),(-25.905577611405317+0j),[1],(-77.12189736675094+0j),(25.905577611405317+0j),(0.22307260405760113+0j),[0.]
69.67270270270271,2,1,[-0.0200752  1.       ],[-7.80712717e-05 -3.27439489e-02  1.00000000e+00],"[1.0, 0.012668753724071953, 0.0004928962966589818, 1.7128436880650962e-05]",(28.590966766882058+0j),(-11.44991122688403+0j),[1],(-448.00195147395164+0j),(268.5892504039992+0j),(0.5635611443732672+0j),[0.]
69.67270270270271,3,0,[1.],[-6.67297433e-06 -3.32398976e-04 -1.26687537e-02  1.00000000e+00],"[1.0, 0.012668753724071951, 0.0004928962966589817, 1.7128436880650955e-05]",(32.64575123219792+0j),(-17.95117792118489-0j),[1],(-41.22923367683015+53.764167267484545j),(8.975588960592447-12.332963248822004j),(0.15885568507886766+0j),[0.]
69.77279279279279,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
69.77279279279279,0,1,[0.01265072 1.        ],[1.],"[1.0, 0.012650724786801466, 0.0, 0.0]",,,,,,,
69.77279279279279,0,2,[4.91498058e-04 1.26507248e-02 1.00000000e+00],[1.],"[1.0, 0.012650724786801466, 0.0004914980583217122, 0.0]",,,,,,,
69.77279279279279,0,3,[1.70557594e-05 4.91498058e-04 1.26507248e-02 1.00000000e+00],[1.],"[1.0, 0.012650724786801466, 0.0004914980583217122, 1.7055759354086685e-05]",,,,,,,
69.77279279279279,1,0,[1.],[-0.01265072  1.        ],"[1.0, 0.012650724786801466, 0.000160040837631393, 2.0246325915239325e-06]",(79.04685437812248+0j),(-79.04685437812248+0j),[1],,,0j,[0.]
69.77279279279279,1,1,[-0.02620065  1.        ],[-0.03885138  1.        ],"[1.0, 0.012650724786801466, 0.0004914980583217122, 1.9095375593503083e-05]",(25.739114473817267+0j),(-8.38113064850343+0j),[1],,,(0.6743815465357594+0j),[0.67438155]
69.77279279279279,1,2,[ 5.24979159e-05 -2.20508555e-02  1.00000000e+00],[-0.03470158  1.        ],"[1.0, 0.012650724786801466, 0.0004914980583217122, 1.7055759354086685e-05]",(28.817131393446033+0j),(-11.761806941254115+0j),[1],,,(0.5482510215505416+0j),[-0.00151284  0.59184671]
69.77279279279279,2,0,[1.],[-3.31457221e-04 -1.26507248e-02  1.00000000e+00],"[1.0, 0.012650724786801466, 0.0004914980583217122, 1.0410980746626622e-05]",(39.06425065996357+0j),(-25.942369079852888+0j),[1],(-77.23124174392325+0j),(25.942369079852888+0j),(0.22307286846300714+0j),[0.]
69.77279279279279,2,1,[-0.02004717  1.        ],[-7.78460148e-05 -3.26978928e-02  1.00000000e+00],"[1.0, 0.012650724786801466, 0.0004914980583217122, 1.7055759354086685e-05]",(28.631365821359317+0j),(-11.465904495570532+0j),[1],(-448.6643362855534+0j),(268.98927423940546+0j),(0.5635694456329982+0j),[0.]
69.77279279279279,3,0,[1.],[-6.64477861e-06 -3.31457221e-04 -1.26507248e-02  1.00000000e+00],"[1.0, 0.012650724786801466, 0.0004914980583217122, 1.7055759354086685e-05]",(32.6920468660906+0j),(-17.97656715063637-0j),[1],(-41.287202084068625+53.84006613543147j),(8.988283575318183-12.350402144389237j),(0.15885612198729493+0j),[0.]
69.87288288288288,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
69.87288288288288,0,1,[0.01263275 1.        ],[1.],"[1.0, 0.012632746890709713, 0.0, 0.0]",,,,,,,
69.87288288288288,0,2,[4.90105741e-04 1.26327469e-02 1.00000000e+00],[1.],"[1.0, 0.012632746890709713, 0.0004901057409668456, 0.0]",,,,,,,
69.87288288288288,0,3,[1.69834915e-05 4.90105741e-04 1.26327469e-02 1.00000000e+00],[1.],"[1.0, 0.012632746890709713, 0.0004901057409668456, 1.6983491489742493e-05]",,,,,,,
69.87288288288288,1,0,[1.],[-0.01263275  1.        ],"[1.0, 0.012632746890709713, 0.00015958629400473592, 2.0160132593882136e-06]",(79.15934742074292+0j),(-79.15934742074292+0j),[1],,,0j,[0.]
69.87288288288288,1,1,[-0.0261637  1.       ],[-0.03879645  1.        ],"[1.0, 0.012632746890709715, 0.0004901057409668456, 1.9014363179025588e-05]",(25.77555379332781+0j),(-8.39293393642406+0j),[1],,,(0.6743839529610172+0j),[0.67438395]
69.87288288288288,1,2,[ 5.23468425e-05 -2.20199618e-02  1.00000000e+00],[-0.03465271  1.        ],"[1.0, 0.012632746890709715, 0.0004901057409668456, 1.6983491489742493e-05]",(28.857772929839218+0j),(-11.778181031114029+0j),[1],,,(0.548261187917708+0j),[-0.00151061  0.59185412]
69.87288288288288,2,0,[1.],[-3.30519447e-04 -1.26327469e-02  1.00000000e+00],"[1.0, 0.012632746890709713, 0.0004901057409668456, 1.0366750291247585e-05]",(39.119699715508574+0j),(-25.97916112885262+0j),[1],(-77.34058809838764+0j),(25.97916112885262+0j),(0.22307313176460095+0j),[0.]
69.87288288288288,2,1,[-0.02001922  1.        ],[-7.76217202e-05 -3.26519659e-02  1.00000000e+00],"[1.0, 0.012632746890709715, 0.0004901057409668457, 1.69834914897425e-05]",(28.671765290660833+0j),(-11.481897804826545+0j),[1],(-449.3267809644874+0j),(269.38933631449254+0j),(0.5635777314073601+0j),[0.]
69.87288288288288,3,0,[1.],[-6.61674120e-06 -3.30519447e-04 -1.26327469e-02  1.00000000e+00],"[1.0, 0.012632746890709713, 0.0004901057409668456, 1.6983491489742493e-05]",(32.738343111042276+0j),(-18.00195670926303-0j),[1],(-41.34517084632703+53.915965986718405j),(9.000978354631515-12.367841201798878j),(0.15885655792709652+0j),[0.]
69.97297297297297,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
69.97297297297297,0,1,[0.01261482 1.        ],[1.],"[1.0, 0.012614819820184036, 0.0, 0.0]",,,,,,,
69.97297297297297,0,2,[4.88719311e-04 1.26148198e-02 1.00000000e+00],[1.],"[1.0, 0.012614819820184036, 0.0004887193113229787, 0.0]",,,,,,,
69.97297297297297,0,3,[1.69116300e-05 4.88719311e-04 1.26148198e-02 1.00000000e+00],[1.],"[1.0, 0.012614819820184036, 0.0004887193113229787, 1.6911630010798065e-05]",,,,,,,
69.97297297297297,1,0,[1.],[-0.01261482  1.        ],"[1.0, 0.012614819820184036, 0.000159133679095708, 2.0074426891153432e-06]",(79.27184171112569+0j),(-79.27184171112569+0j),[1],,,0j,[0.]
69.97297297297297,1,1,[-0.02612686  1.        ],[-0.03874168  1.        ],"[1.0, 0.012614819820184038, 0.0004887193113229787, 1.893380711453729e-05]",(25.8119937721211+0j),(-8.404737522308753+0j),[1],,,(0.6743863493649799+0j),[0.67438635]
69.97297297297297,1,2,[ 5.21964228e-05 -2.19891535e-02  1.00000000e+00],[-0.03460397  1.        ],"[1.0, 0.012614819820184038, 0.0004887193113229788, 1.6911630010798072e-05]",(28.898415528895303+0j),(-11.79455594134211+0j),[1],,,(0.5482713067158778+0j),[-0.00150839  0.5918615 ]
69.97297297297297,2,0,[1.],[-3.29585632e-04 -1.26148198e-02  1.00000000e+00],"[1.0, 0.012614819820184036, 0.0004887193113229787, 1.0322769420852263e-05]",(39.17514957857254+0j),(-26.0159537560302+0j),[1],(-77.44993642208792+0j),(26.0159537560302+0j),(0.22307339396845438+0j),[0.]
69.97297297297297,2,1,[-0.01999135  1.        ],[-7.73983976e-05 -3.26061664e-02  1.00000000e+00],"[1.0, 0.012614819820184038, 0.0004887193113229787, 1.6911630010798065e-05]",(28.71216577422075+0j),(-11.497891847796101+0j),[1],(-449.9891866616982+0j),(269.78937026333534+0j),(0.5635859787955174+0j),[0.]
69.97297297297297,3,0,[1.],[-6.58886059e-06 -3.29585632e-04 -1.26148198e-02  1.00000000e+00],"[1.0, 0.012614819820184036, 0.0004887193113229787, 1.6911630010798065e-05]",(32.78464021919163+0j),(-18.027346853976805-0j),[1],(-41.403141611131126+53.99186782807131j),(9.013673426988403-12.38528068376109j),(0.15885699186423066+0j),[0.]
70.07306306306306,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
70.07306306306306,0,1,[0.01259694 1.        ],[1.],"[1.0, 0.012596943360819905, 0.0, 0.0]",,,,,,,
70.07306306306306,0,2,[4.87338736e-04 1.25969434e-02 1.00000000e+00],[1.],"[1.0, 0.012596943360819905, 0.0004873387363513171, 0.0]",,,,,,,
70.07306306306306,0,3,[1.68401719e-05 4.87338736e-04 1.25969434e-02 1.00000000e+00],[1.],"[1.0, 0.012596943360819905, 0.0004873387363513171, 1.6840171875170388e-05]",,,,,,,
70.07306306306306,1,0,[1.],[-0.01259694  1.        ],"[1.0, 0.012596943360819905, 0.00015868298203570468, 1.9989205370297744e-06]",(79.38433724408779+0j),(-79.38433724408779+0j),[1],,,0j,[0.]
70.07306306306306,1,1,[-0.02609012  1.        ],[-0.03868706  1.        ],"[1.0, 0.012596943360819905, 0.0004873387363513171, 1.8853704199956032e-05]",(25.84843440751836+0j),(-8.416541404955039+0j),[1],,,(0.6743887358026227+0j),[0.67438874]
70.07306306306306,1,2,[ 5.20466582e-05 -2.19584298e-02  1.00000000e+00],[-0.03455537  1.        ],"[1.0, 0.012596943360819905, 0.0004873387363513171, 1.6840171875170388e-05]",(28.939059527644293+0j),(-11.810932086532631+0j),[1],,,(0.5482813632660527+0j),[-0.00150618  0.59186883]
70.07306306306306,2,0,[1.],[-3.28655754e-04 -1.25969434e-02  1.00000000e+00],"[1.0, 0.012596943360819905, 0.0004873387363513171, 1.0279036381672397e-05]",(39.2306002458478+0j),(-26.052746959023878+0j),[1],(-77.55928670701013+0j),(26.052746959023878+0j),(0.22307365508059815+0j),[0.]
70.07306306306306,2,1,[-0.01996355  1.        ],[-7.71760492e-05 -3.25604931e-02  1.00000000e+00],"[1.0, 0.012596943360819905, 0.00048733873635131714, 1.684017187517039e-05]",(28.752567567496236+0j),(-11.513886966997218+0j),[1],(-450.6515043655662+0j),(270.1893431831999+0j),(0.5635941766070889+0j),[0.]
70.07306306306306,3,0,[1.],[-6.56113549e-06 -3.28655754e-04 -1.25969434e-02  1.00000000e+00],"[1.0, 0.012596943360819905, 0.0004873387363513171, 1.6840171875170388e-05]",(32.8309383139155+0j),(-18.05273771108745-0j),[1],(-41.46111519195472+54.06777215505729j),(9.026368855543726-12.402720719778186j),(0.15885742329426641+0j),[0.]
70.17315315315315,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
70.17315315315315,0,1,[0.01257912 1.        ],[1.],"[1.0, 0.012579117299412456, 0.0, 0.0]",,,,,,,
70.17315315315315,0,2,[4.85963983e-04 1.25791173e-02 1.00000000e+00],[1.],"[1.0, 0.012579117299412456, 0.00048596398324348165, 0.0]",,,,,,,
70.17315315315315,0,3,[1.67691149e-05 4.85963983e-04 1.25791173e-02 1.00000000e+00],[1.],"[1.0, 0.012579117299412456, 0.00048596398324348165, 1.676911488147132e-05]",,,,,,,
70.17315315315315,1,0,[1.],[-0.01257912  1.        ],"[1.0, 0.012579117299412456, 0.0001582341920323777, 1.990446462353035e-06]",(79.49683401447476+0j),(-79.49683401447476+0j),[1],,,0j,[0.]
70.17315315315315,1,1,[-0.02605348  1.        ],[-0.0386326  1.       ],"[1.0, 0.012579117299412454, 0.00048596398324348154, 1.8774051261999237e-05]",(25.884875696868185+0j),(-8.428345583175284+0j),[1],,,(0.6743911123283844+0j),[0.67439111]
70.17315315315315,1,2,[ 5.18975290e-05 -2.19277916e-02  1.00000000e+00],[-0.03450691  1.        ],"[1.0, 0.012579117299412454, 0.00048596398324348154, 1.6769114881471318e-05]",(28.97970385905324+0j),(-11.827308162139019+0j),[1],,,(0.5482914044060786+0j),[-0.00150398  0.59187616]
70.17315315315315,2,0,[1.],[-3.27729791e-04 -1.25791173e-02  1.00000000e+00],"[1.0, 0.012579117299412456, 0.0004859639832434816, 1.0235549434665895e-05]",(39.286051714054466+0j),(-26.08954073549332+0j),[1],(-77.6686389452218+0j),(26.08954073549332+0j),(0.2230739151070041+0j),[0.]
70.17315315315315,2,1,[-0.01993583  1.        ],[-7.69546455e-05 -3.25149474e-02  1.00000000e+00],"[1.0, 0.012579117299412454, 0.0004859639832434816, 1.676911488147132e-05]",(28.792969733727844+0j),(-11.529882083809088+0j),[1],(-451.313887248051+0j),(270.5893579314349+0j),(0.5636023605922054+0j),[0.]
70.17315315315315,3,0,[1.],[-6.53356545e-06 -3.27729791e-04 -1.25791173e-02  1.00000000e+00],"[1.0, 0.012579117299412456, 0.0004859639832434816, 1.676911488147132e-05]",(32.877236996641955+0j),(-18.078128877546234-0j),[1],(-41.51908902237052+54.1436773915005j),(9.039064438773117-12.420160899514224j),(0.15885785383524964+0j),[0.]
70.27324324324324,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
70.27324324324324,0,1,[0.01256134 1.        ],[1.],"[1.0, 0.01256134142394818, 0.0, 0.0]",,,,,,,
70.27324324324324,0,2,[4.84595019e-04 1.25613414e-02 1.00000000e+00],[1.],"[1.0, 0.01256134142394818, 0.0004845950194205876, 0.0]",,,,,,,
70.27324324324324,0,3,[1.66984560e-05 4.84595019e-04 1.25613414e-02 1.00000000e+00],[1.],"[1.0, 0.01256134142394818, 0.0004845950194205876, 1.6698455959321154e-05]",,,,,,,
70.27324324324324,1,0,[1.],[-0.01256134  1.        ],"[1.0, 0.01256134142394818, 0.0001577872983689965, 1.982020127175347e-06]",(79.60933201716031+0j),(-79.60933201716031+0j),[1],,,0j,[0.]
70.27324324324324,1,1,[-0.02601694  1.        ],[-0.03857829  1.        ],"[1.0, 0.012561341423948179, 0.00048459501942058747, 1.8694845154000198e-05]",(25.921317637493086+0j),(-8.440150055761986+0j),[1],,,(0.6743934789968395+0j),[0.67439348]
70.27324324324324,1,2,[ 5.17490384e-05 -2.18972380e-02  1.00000000e+00],[-0.03445858  1.        ],"[1.0, 0.012561341423948179, 0.00048459501942058747, 1.669845595932115e-05]",(29.02034898322946+0j),(-11.843684733469726+0j),[1],,,(0.5483014099846498+0j),[-0.00150178  0.59188345]
70.27324324324324,2,0,[1.],[-3.26807721e-04 -1.25613414e-02  1.00000000e+00],"[1.0, 0.01256134142394818, 0.0004845950194205876, 1.0192306855398254e-05]",(39.34150397989987+0j),(-26.12633508308395+0j),[1],(-77.77799312871409+0j),(26.12633508308395+0j),(0.22307417405365892+0j),[0.]
70.27324324324324,2,1,[-0.01990819  1.        ],[-7.67341916e-05 -3.24695281e-02  1.00000000e+00],"[1.0, 0.012561341423948179, 0.0004845950194205875, 1.6698455959321154e-05]",(28.83337267637749+0j),(-11.54587766532127+0j),[1],(-451.97626859590173+0j),(270.98936971979373+0j),(0.5636105153855147+0j),[0.]
70.27324324324324,3,0,[1.],[-6.50614910e-06 -3.26807721e-04 -1.25613414e-02  1.00000000e+00],"[1.0, 0.01256134142394818, 0.0004845950194205876, 1.6698455959321154e-05]",(32.923536436509174+0j),(-18.10352052606965-0j),[1],(-41.577064212204476+54.21958421458838j),(9.051760263034828-12.437601399805798j),(0.15885828279390804+0j),[0.]
70.37333333333333,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
70.37333333333333,0,1,[0.01254362 1.        ],[1.],"[1.0, 0.012543615523596622, 0.0, 0.0]",,,,,,,
70.37333333333333,0,2,[4.83231813e-04 1.25436155e-02 1.00000000e+00],[1.],"[1.0, 0.012543615523596622, 0.0004832318125298392, 0.0]",,,,,,,
