sigma,m,n,p,q,tc,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
0.01097498765493056,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.01097498765493056,0,1,[0.24950802 1.        ],[1.],"[1.0, 0.2495080201476123, 0.0, 0.0]",,,,,,,
0.01097498765493056,0,2,[0.14384591 0.24950802 1.        ],[1.],"[1.0, 0.2495080201476123, 0.1438459136623333, 0.0]",,,,,,,
0.01097498765493056,0,3,[0.06699851 0.14384591 0.24950802 1.        ],[1.],"[1.0, 0.2495080201476123, 0.1438459136623333, 0.06699851307430368]",,,,,,,
0.01097498765493056,1,0,[1.],[-0.24950802  1.        ],"[1.0, 0.2495080201476123, 0.06225425211798131, 0.015532935191727817]",(4.007887199010222+0j),(-4.007887199010222+0j),[1],,,0j,[]
0.01097498765493056,1,1,[-0.32701018  1.        ],[-0.5765182  1.       ],"[1.0, 0.2495080201476123, 0.1438459136623333, 0.08292978664617669]",(1.7345506298726867+0j),(-0.7506862688986722+0j),[1],,,(0.5672157064946721+0j),[0.56721571]
0.01097498765493056,1,2,[ 0.0276336  -0.21625782  1.        ],[-0.46576584  1.        ],"[1.0, 0.2495080201476123, 0.1438459136623333, 0.06699851307430368]",(2.147001583494893+0j),(-1.4236217788646404+0j),[1],,,(0.20954532172028117+0j),[-0.05932938  0.3369256 ]
0.01097498765493056,2,0,[1.],[-0.08159166 -0.24950802  1.        ],"[1.0, 0.2495080201476123, 0.1438459136623333, 0.056248483056698495]",(2.291206170525008+0j),(-1.604120261338563+0j),[1],(-5.349214984476953+0j),(1.604120261338563+0j),(0.20995181139830127+0j),[]
0.01097498765493056,2,1,[-0.13175403  1.        ],[-0.04871798 -0.38126205  1.        ],"[1.0, 0.2495080201476123, 0.1438459136623333, 0.06699851307430368]",(2.0734913815551597+0j),(-1.246041189066875+0j),[1],(-9.899392347878816+0j),(3.9504645047647977+0j),(0.3299509620270536+0j),[]
0.01097498765493056,3,0,[1.],[-0.01075003 -0.08159166 -0.24950802  1.        ],"[1.0, 0.2495080201476123, 0.1438459136623333, 0.06699851307430368]",(2.122578026711735+0j),(-1.3492092164492309-0j),[1],(-4.856239418644524+4.499157304374012j),(0.6746046082246153-1.04640537996275j),(0.1365683660396871+0j),[]
0.012045035402587823,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.012045035402587823,0,1,[0.24946013 1.        ],[1.],"[1.0, 0.24946013411386525, 0.0, 0.0]",,,,,,,
0.012045035402587823,0,2,[0.14379809 0.24946013 1.        ],[1.],"[1.0, 0.24946013411386525, 0.14379809340935817, 0.0]",,,,,,,
0.012045035402587823,0,3,[0.06696748 0.14379809 0.24946013 1.        ],[1.],"[1.0, 0.24946013411386525, 0.14379809340935817, 0.06696748005020788]",,,,,,,
0.012045035402587823,1,0,[1.],[-0.24946013  1.        ],"[1.0, 0.24946013411386525, 0.06223035851210764, 0.015523993580384287]",(4.008656547677287+0j),(-4.008656547677287+0j),[1],,,0j,[]
0.012045035402587823,1,1,[-0.32697703  1.        ],[-0.57643717  1.        ],"[1.0, 0.24946013411386525, 0.14379809340935817, 0.08289056582775724]",(1.734794448238705+0j),(-0.7507532116672896+0j),[1],,,(0.5672379442823838+0j),[0.56723794]
0.012045035402587823,1,2,[ 0.02762328 -0.21624479  1.        ],[-0.46570492  1.        ],"[1.0, 0.24946013411386525, 0.14379809340935817, 0.06696748005020788]",(2.147282431734742+0j),(-1.4237070660430644+0j),[1],,,(0.20960658364573914+0j),[-0.05931499  0.33697261]
0.012045035402587823,2,0,[1.],[-0.08156773 -0.24946013  1.        ],"[1.0, 0.24946013411386525, 0.14379809340935817, 0.056219789754048934]",(2.2915837332200826+0j),(-1.604367156693368+0j),[1],(-5.349902496492176+0j),(1.604367156693368+0j),(0.2099548580556404+0j),[]
0.012045035402587823,2,1,[-0.13176399  1.        ],[-0.04869787 -0.38122413  1.        ],"[1.0, 0.24946013411386525, 0.14379809340935817, 0.06696748005020788]",(2.073774415800746+0j),(-1.246142062226375+0j),[1],(-9.902127268807863+0j),(3.951886393444563+0j),(0.32998654276892697+0j),[]
0.012045035402587823,3,0,[1.],[-0.01074769 -0.08156773 -0.24946013  1.        ],"[1.0, 0.24946013411386525, 0.14379809340935817, 0.06696748005020788]",(2.122890848994955+0j),(-1.3493680226900162-0j),[1],(-4.856108866111606+4.49964061178643j),(0.6746840113450081-1.0464434672026766j),(0.13657435308032037+0j),[]
0.013219411484660288,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.013219411484660288,0,1,[0.2494076 1.       ],[1.],"[1.0, 0.2494075958701454, 0.0, 0.0]",,,,,,,
0.013219411484660288,0,2,[0.14374564 0.2494076  1.        ],[1.],"[1.0, 0.2494075958701454, 0.14374563631366133, 0.0]",,,,,,,
0.013219411484660288,0,3,[0.06693346 0.14374564 0.2494076  1.        ],[1.],"[1.0, 0.2494075958701454, 0.14374563631366133, 0.06693345827261868]",,,,,,,
0.013219411484660288,1,0,[1.],[-0.2494076  1.       ],"[1.0, 0.2494075958701454, 0.062204148877725775, 0.015514187224742189]",(4.009500979756255+0j),(-4.009500979756255+0j),[1],,,0j,[]
0.013219411484660288,1,1,[-0.32694067  1.        ],[-0.57634827  1.        ],"[1.0, 0.24940759587014538, 0.14374563631366133, 0.08284754875700549]",(1.7350620322548334+0j),(-0.7508266667028679+0j),[1],,,(0.5672623498497534+0j),[0.56726235]
0.013219411484660288,1,2,[ 0.02761193 -0.2162306   1.        ],[-0.46563819  1.        ],"[1.0, 0.2494075958701454, 0.14374563631366133, 0.06693345827261868]",(2.147590159292056+0j),(-1.4237996619472075+0j),[1],,,(0.20967429640569046+0j),[-0.05929912  0.3370245 ]
0.013219411484660288,2,0,[1.],[-0.08154149 -0.2494076   1.        ],"[1.0, 0.2494075958701454, 0.14374563631366133, 0.056188319914886896]",(2.2919981222721377+0j),(-1.6046381280718398+0j),[1],(-5.3506570174277694+0j),(1.6046381280718398+0j),(0.20995820153345907+0j),[]
0.013219411484660288,2,1,[-0.13177511  1.        ],[-0.04867577 -0.3811827   1.        ],"[1.0, 0.2494075958701454, 0.14374563631366133, 0.06693345827261866]",(2.074084712940772+0j),(-1.2462522294938394+0j),[1],(-9.905140489024573+0j),(3.9534532985847863+0j),(0.33002579314863967+0j),[]
0.013219411484660288,3,0,[1.],[-0.01074514 -0.08154149 -0.2494076   1.        ],"[1.0, 0.2494075958701454, 0.14374563631366133, 0.06693345827261868]",(2.1232339753824907+0j),(-1.3495420360799644-0j),[1],(-4.855960286084492+4.500170350867269j),(0.6747710180399821-1.0464843883079433j),(0.13658095093811493+0j),[]
0.014508287784959394,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.014508287784959394,0,1,[0.24934996 1.        ],[1.],"[1.0, 0.2493499552217376, 0.0, 0.0]",,,,,,,
0.014508287784959394,0,2,[0.14368809 0.24934996 1.        ],[1.],"[1.0, 0.2493499552217376, 0.1436880905365732, 0.0]",,,,,,,
0.014508287784959394,0,3,[0.06689614 0.14368809 0.24934996 1.        ],[1.],"[1.0, 0.2493499552217376, 0.1436880905365732, 0.06689614045948332]",,,,,,,
0.014508287784959394,1,0,[1.],[-0.24934996  1.        ],"[1.0, 0.2493499552217376, 0.06217540016908255, 0.015503433248054352]",(4.010427830679726+0j),(-4.010427830679726+0j),[1],,,0j,[]
0.014508287784959394,1,1,[-0.32690076  1.        ],[-0.57625072  1.        ],"[1.0, 0.24934995522173764, 0.14368809053657322, 0.08280036522840561]",(1.7353557576733898+0j),(-0.7509073178309192+0j),[1],,,(0.5672891195303557+0j),[0.56728912]
0.014508287784959394,1,2,[ 0.02759949 -0.21621501  1.        ],[-0.46556496  1.        ],"[1.0, 0.2493499552217376, 0.1436880905365732, 0.06689614045948332]",(2.147927960412008+0j),(-1.4239013696476859+0j),[1],,,(0.2097485656741326+0j),[-0.05928171  0.33708141]
0.014508287784959394,2,0,[1.],[-0.08151269 -0.24934996  1.        ],"[1.0, 0.2493499552217376, 0.1436880905365732, 0.056153804634328654]",(2.2924529730114536+0j),(-1.604935564706427+0j),[1],(-5.351485304021162+0j),(1.604935564706427+0j),(0.20996186867817887+0j),[]
0.014508287784959394,2,1,[-0.13178728  1.        ],[-0.04865154 -0.38113724  1.        ],"[1.0, 0.2493499552217376, 0.1436880905365732, 0.06689614045948332]",(2.0744253263078147+0j),(-1.2463731948570451+0j),[1],(-9.908447715796573+0j),(3.9551731008978255+0j),(0.330068848013367+0j),[]
0.014508287784959394,3,0,[1.],[-0.01074234 -0.08151269 -0.24934996  1.        ],"[1.0, 0.2493499552217376, 0.1436880905365732, 0.06689614045948332]",(2.123610620887289+0j),(-1.3497330723603223-0j),[1],(-4.855798148417369+4.500751814254615j),(0.674866536180161-1.0465294722113316j),(0.13658818649141063+0j),[]
0.015922827933410922,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.015922827933410922,0,1,[0.24928672 1.        ],[1.],"[1.0, 0.2492867187715839, 0.0, 0.0]",,,,,,,
0.015922827933410922,0,2,[0.14362497 0.24928672 1.        ],[1.],"[1.0, 0.2492867187715839, 0.1436249664530341, 0.0]",,,,,,,
0.015922827933410922,0,3,[0.06685522 0.14362497 0.24928672 1.        ],[1.],"[1.0, 0.2492867187715839, 0.1436249664530341, 0.06685521748870692]",,,,,,,
0.015922827933410922,1,0,[1.],[-0.24928672  1.        ],"[1.0, 0.2492867187715839, 0.06214386815590276, 0.01549164098435892]",(4.011445154108987+0j),(-4.011445154108987+0j),[1],,,0j,[]
0.015922827933410922,1,1,[-0.32685696  1.        ],[-0.57614368  1.        ],"[1.0, 0.24928671877158393, 0.14362496645303413, 0.082748616092686]",(1.735678168830776+0j),(-0.7509958605989976+0j),[1],,,(0.5673184844487045+0j),[0.56731848]
0.015922827933410922,1,2,[ 0.02758582 -0.21619793  1.        ],[-0.46548465  1.        ],"[1.0, 0.2492867187715839, 0.1436249664530341, 0.06685521748870692]",(2.14829854494595+0j),(-1.4240126363543464+0j),[1],,,(0.2098302430345609+0j),[-0.05926259  0.33714397]
0.015922827933410922,2,0,[1.],[-0.0814811  -0.24928672  1.        ],"[1.0, 0.2492867187715839, 0.1436249664530341, 0.056115952257152456]",(2.2929522319639988+0j),(-1.6052620459606646+0j),[1],(-5.352394531852099+0j),(1.6052620459606646+0j),(0.20996589109051925+0j),[]
0.015922827933410922,2,1,[-0.13180069  1.        ],[-0.04862494 -0.38108741  1.        ],"[1.0, 0.2492867187715839, 0.1436249664530341, 0.06685521748870692]",(2.074799064260717+0j),(-1.2465057748980506+0j),[1],(-9.912082635425703+0j),(3.9570634438553256+0j),(0.3301161672396286+0j),[]
0.015922827933410922,3,0,[1.],[-0.01073927 -0.0814811  -0.24928672  1.        ],"[1.0, 0.2492867187715839, 0.1436249664530341, 0.06685521748870692]",(2.124023964442662+0j),(-1.3499426684331008-0j),[1],(-4.855618739307507+4.501389757730313j),(0.6749713342165504-1.046578723829609j),(0.13659613423939806+0j),[]
0.017475284000076842,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.017475284000076842,0,1,[0.24921735 1.        ],[1.],"[1.0, 0.2492173458474845, 0.0, 0.0]",,,,,,,
0.017475284000076842,0,2,[0.14355573 0.24921735 1.        ],[1.],"[1.0, 0.2492173458474845, 0.1435557291729817, 0.0]",,,,,,,
0.017475284000076842,0,3,[0.06681034 0.14355573 0.24921735 1.        ],[1.],"[1.0, 0.2492173458474845, 0.1435557291729817, 0.0668103367870232]",,,,,,,
0.017475284000076842,1,0,[1.],[-0.24921735  1.        ],"[1.0, 0.2492173458474845, 0.0621092854712647, 0.015478711277632319]",(4.012561792596804+0j),(-4.012561792596804+0j),[1],,,0j,[]
0.017475284000076842,1,1,[-0.32680889  1.        ],[-0.57602623  1.        ],"[1.0, 0.2492173458474845, 0.1435557291729817, 0.0826918660428968]",(1.7360320433271088+0j),(-0.7510930451012583+0j),[1],,,(0.5673507018558327+0j),[0.5673507]
0.017475284000076842,1,2,[ 0.02757084 -0.21617917  1.        ],[-0.46539652  1.        ],"[1.0, 0.2492173458474845, 0.1435557291729817, 0.0668103367870232]",(2.1487053662161006+0j),(-1.424134917591931+0j),[1],,,(0.20991977898459394+0j),[-0.05924162  0.33721257]
0.017475284000076842,2,0,[1.],[-0.08144644 -0.24921735  1.        ],"[1.0, 0.2492173458474845, 0.1435557291729817, 0.05607444433374928]",(2.2935002210476068+0j),(-1.6056203929685717+0j),[1],(-5.353392519847028+0j),(1.6056203929685717+0j),(0.20997030393559896+0j),[]
0.017475284000076842,2,1,[-0.13181536  1.        ],[-0.04859577 -0.38103271  1.        ],"[1.0, 0.2492173458474845, 0.1435557291729817, 0.0668103367870232]",(2.075209318709369+0j),(-1.2466513664725796+0j),[1],(-9.916071087301216+0j),(3.9591377507106205+0j),(0.33016805684288036+0j),[]
0.017475284000076842,3,0,[1.],[-0.01073589 -0.08144644 -0.24921735  1.        ],"[1.0, 0.2492173458474845, 0.1435557291729817, 0.0668103367870232]",(2.1244776814232007+0j),(-1.350172768894945-0j),[1],(-4.855423434176852+4.502089888631719j),(0.6750863844474725-1.0466330803011594j),(0.1366048477395512+0j),[]
0.019179102616724886,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.019179102616724886,0,1,[0.24914124 1.        ],[1.],"[1.0, 0.2491412440623533, 0.0, 0.0]",,,,,,,
0.019179102616724886,0,2,[0.14347979 0.24914124 1.        ],[1.],"[1.0, 0.2491412440623533, 0.14347979302888328, 0.0]",,,,,,,
0.019179102616724886,0,3,[0.06676113 0.14347979 0.24914124 1.        ],[1.],"[1.0, 0.2491412440623533, 0.14347979302888328, 0.06676112591316696]",,,,,,,
0.019179102616724886,1,0,[1.],[-0.24914124  1.        ],"[1.0, 0.2491412440623533, 0.062071359492937093, 0.01546453572471191]",(4.0137874552385515+0j),(-4.0137874552385515+0j),[1],,,0j,[]
0.019179102616724886,1,1,[-0.32675615  1.        ],[-0.57589739  1.        ],"[1.0, 0.24914124406235327, 0.14347979302888325, 0.08262963880223279]",(1.7364204310790985+0j),(-0.7511996953236083+0j),[1],,,(0.5673860535856657+0j),[0.56738605]
0.019179102616724886,1,2,[ 0.02755441 -0.2161586   1.        ],[-0.46529985  1.        ],"[1.0, 0.2491412440623533, 0.14347979302888328, 0.06676112591316696]",(2.1491517865576544+0j),(-1.424268958381063+0j),[1],,,(0.21001808957880705+0j),[-0.05921861  0.33728787]
0.019179102616724886,2,0,[1.],[-0.08140843 -0.24914124  1.        ],"[1.0, 0.2491412440623533, 0.14347979302888328, 0.05602893254133798]",(2.294101685752646+0j),(-1.606013703457752+0j),[1],(-5.354487855108725+0j),(1.606013703457752+0j),(0.20997514572822604+0j),[]
0.019179102616724886,2,1,[-0.13183147  1.        ],[-0.04856378 -0.38097271  1.        ],"[1.0, 0.2491412440623533, 0.14347979302888328, 0.06676112591316698]",(2.0756595320251323+0j),(-1.2468110542189264+0j),[1],(-9.920451134694085+0j),(3.9614159717801343+0j),(0.3302250272473962+0j),[]
0.019179102616724886,3,0,[1.],[-0.01073219 -0.08140843 -0.24914124  1.        ],"[1.0, 0.2491412440623533, 0.14347979302888328, 0.06676112591316696]",(2.124975634674511+0j),(-1.3504252742867013-0j),[1],(-4.855208965543352+4.502857992360146j),(0.6752126371433506-1.04669275816761j),(0.13661441050612755+0j),[]
0.02104904144512021,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.02104904144512021,0,1,[0.24905776 1.        ],[1.],"[1.0, 0.2490577644746919, 0.0, 0.0]",,,,,,,
0.02104904144512021,0,2,[0.14339651 0.24905776 1.        ],[1.],"[1.0, 0.2490577644746919, 0.14339651032972098, 0.0]",,,,,,,
0.02104904144512021,0,3,[0.06670737 0.14339651 0.24905776 1.        ],[1.],"[1.0, 0.2490577644746919, 0.14339651032972098, 0.0667073665961138]",,,,,,,
0.02104904144512021,1,0,[1.],[-0.24905776  1.        ],"[1.0, 0.2490577644746919, 0.062029770045131105, 0.015448995858319563]",(4.015132803063505+0j),(-4.015132803063505+0j),[1],,,0j,[]
0.02104904144512021,1,1,[-0.32669827  1.        ],[-0.57575603  1.        ],"[1.0, 0.2490577644746919, 0.14339651032972098, 0.08256140585744014]",(1.7368467607894857+0j),(-0.7513167853783733+0j),[1],,,(0.5674248285226606+0j),[0.56742483]
0.02104904144512021,1,2,[ 0.02753604 -0.21613742  1.        ],[-0.46519519  1.        ],"[1.0, 0.2490577644746919, 0.14339651032972098, 0.0667073665961138]",(2.1496353048671373+0j),(-1.4244032014460601+0j),[1],,,(0.21013233300433737+0j),[-0.05919244  0.33737448]
0.02104904144512021,2,0,[1.],[-0.08136674 -0.24905776  1.        ],"[1.0, 0.2490577644746919, 0.14339651032972098, 0.05597903273406518]",(2.2947618924911617+0j),(-1.6064454335294218+0j),[1],(-5.355690271870533+0j),(1.6064454335294218+0j),(0.20998045592818282+0j),[]
0.02104904144512021,2,1,[-0.13185159  1.        ],[-0.04852808 -0.38090935  1.        ],"[1.0, 0.2490577644746919, 0.14339651032972098, 0.0667073665961138]",(2.0761494436258148+0j),(-1.246979548687502+0j),[1],(-9.925406244690876+0j),(3.9639959822726882+0j),(0.33029017947494677+0j),[]
0.02104904144512021,3,0,[1.],[-0.01072833 -0.08136674 -0.24905776  1.        ],"[1.0, 0.2490577644746919, 0.14339651032972098, 0.0667073665961138]",(2.1255196105808296+0j),(-1.3506989075860667-0j),[1],(-4.854902244687459+4.503693692337377j),(0.6753494537930335-1.0467461619828216j),(0.1366252743301122+0j),[]
0.023101297000831602,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.023101297000831602,0,1,[0.2489662 1.       ],[1.],"[1.0, 0.24896619631860234, 0.0, 0.0]",,,,,,,
0.023101297000831602,0,2,[0.14330518 0.2489662  1.        ],[1.],"[1.0, 0.24896619631860234, 0.1433051757138407, 0.0]",,,,,,,
0.023101297000831602,0,3,[0.06664798 0.14330518 0.2489662  1.        ],[1.],"[1.0, 0.24896619631860234, 0.1433051757138407, 0.06664798436070254]",,,,,,,
0.023101297000831602,1,0,[1.],[-0.2489662  1.       ],"[1.0, 0.24896619631860234, 0.06198416690935284, 0.015431962267398952]",(4.016609542928867+0j),(-4.016609542928867+0j),[1],,,0j,[]
0.023101297000831602,1,1,[-0.32663474  1.        ],[-0.57560094  1.        ],"[1.0, 0.24896619631860234, 0.1433051757138407, 0.08248659332086326]",(1.7373147555797366+0j),(-0.7514453490428636+0j),[1],,,(0.5674673534951307+0j),[0.56746735]
0.023101297000831602,1,2,[ 0.02751665 -0.2161111   1.        ],[-0.4650773  1.       ],"[1.0, 0.24896619631860234, 0.1433051757138407, 0.06664798436070254]",(2.150180190570584+0j),(-1.424578695629572+0j),[1],,,(0.21024375338979626+0j),[-0.05916575  0.33746078]
0.023101297000831602,2,0,[1.],[-0.08132101 -0.2489662   1.        ],"[1.0, 0.24896619631860234, 0.1433051757138407, 0.055924326753088775]",(2.2954865949523926+0j),(-1.60691934968482+0j),[1],(-5.357010301786472+0j),(1.60691934968482+0j),(0.2099862791672106+0j),[]
0.023101297000831602,2,1,[-0.13186823  1.        ],[-0.04849028 -0.38083443  1.        ],"[1.0, 0.24896619631860234, 0.1433051757138407, 0.06664798436070253]",(2.0766964907277226+0j),(-1.2471793154800463+0j),[1],(-9.930527253215894+0j),(3.9666571174881167+0j),(0.3303558925924803+0j),[]
0.023101297000831602,3,0,[1.],[-0.01072366 -0.08132101 -0.2489662   1.        ],"[1.0, 0.24896619631860234, 0.1433051757138407, 0.06664798436070254]",(2.126122425068925+0j),(-1.351007041180305-0j),[1],(-4.854725016997509+4.504626700750929j),(0.6755035205901524-1.0468319212849624j),(0.13663636859124462+0j),[]
0.025353644939701117,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.025353644939701117,0,1,[0.24886576 1.        ],[1.],"[1.0, 0.2488657612695192, 0.0, 0.0]",,,,,,,
0.025353644939701117,0,2,[0.14320502 0.24886576 1.        ],[1.],"[1.0, 0.2488657612695192, 0.14320502476497352, 0.0]",,,,,,,
0.025353644939701117,0,3,[0.06658312 0.14320502 0.24886576 1.        ],[1.],"[1.0, 0.2488657612695192, 0.14320502476497352, 0.06658311520002912]",,,,,,,
0.025353644939701117,1,0,[1.],[-0.24886576  1.        ],"[1.0, 0.2488657612695192, 0.06193416713225732, 0.015413293651962853]",(4.018230530784063+0j),(-4.018230530784063+0j),[1],,,0j,[]
0.025353644939701117,1,1,[-0.32656504  1.        ],[-0.5754308  1.       ],"[1.0, 0.2488657612695192, 0.14320502476497352, 0.08240458234721594]",(1.7378284154341295+0j),(-0.7515864454150685+0j),[1],,,(0.567514008437183+0j),[0.56751401]
0.025353644939701117,1,2,[ 0.027495   -0.21608381  1.        ],[-0.46494957  1.        ],"[1.0, 0.2488657612695192, 0.14320502476497352, 0.06658311520002912]",(2.150770872386441+0j),(-1.4247566590939795+0j),[1],,,(0.2103732282500165+0j),[-0.05913543  0.33756   ]
0.025353644939701117,2,0,[1.],[-0.08127086 -0.24886576  1.        ],"[1.0, 0.2488657612695192, 0.14320502476497352, 0.055864361359548115]",(2.2962820496340473+0j),(-1.6074395275735518+0j),[1],(-5.358459175833543+0j),(1.6074395275735518+0j),(0.20999266731911778+0j),[]
0.025353644939701117,2,1,[-0.13188927  1.        ],[-0.04844813 -0.38075503  1.        ],"[1.0, 0.2488657612695192, 0.14320502476497352, 0.06658311520002912]",(2.077292072097576+0j),(-1.2473908357041636+0j),[1],(-9.93631553747858+0j),(3.9696683295102875+0j),(0.33043099612692767+0j),[]
0.025353644939701117,3,0,[1.],[-0.01071875 -0.08127086 -0.24886576  1.        ],"[1.0, 0.2488657612695192, 0.14320502476497352, 0.06658311520002912]",(2.126781116106946+0j),(-1.3513412218247984-0j),[1],(-4.854449614087788+4.505642144231109j),(0.6756706109123992-1.046912355973635j),(0.13664896251734862+0j),[]
0.027825594022071243,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.027825594022071243,0,1,[0.24875561 1.        ],[1.],"[1.0, 0.2487556072078521, 0.0, 0.0]",,,,,,,
0.027825594022071243,0,2,[0.14309521 0.24875561 1.        ],[1.],"[1.0, 0.2487556072078521, 0.14309521207613704, 0.0]",,,,,,,
0.027825594022071243,0,3,[0.06651201 0.14309521 0.24875561 1.        ],[1.],"[1.0, 0.2487556072078521, 0.14309521207613704, 0.06651201465514707]",,,,,,,
0.027825594022071243,1,0,[1.],[-0.24875561  1.        ],"[1.0, 0.2487556072078521, 0.06187935211734719, 0.015392835809579189]",(4.020009885302535+0j),(-4.020009885302535+0j),[1],,,0j,[]
0.027825594022071243,1,1,[-0.32648856  1.        ],[-0.57524417  1.        ],"[1.0, 0.24875560720785206, 0.143095212076137, 0.08231468608466523]",(1.7383922466636834+0j),(-0.7517413363357884+0j),[1],,,(0.5675651811157534+0j),[0.56756518]
0.027825594022071243,1,2,[ 0.02747124 -0.2160539   1.        ],[-0.4648095  1.       ],"[1.0, 0.2487556072078521, 0.14309521207613704, 0.06651201465514707]",(2.151419000282283+0j),(-1.42495156281055+0j),[1],,,(0.21051547940930415+0j),[-0.05910215  0.33766897]
0.027825594022071243,2,0,[1.],[-0.08121586 -0.24875561  1.        ],"[1.0, 0.2487556072078521, 0.14309521207613704, 0.055798636927492484]",(2.297155206691311+0j),(-1.6080105209167412+0j),[1],(-5.360049662701189+0j),(1.6080105209167412+0j),(0.20999967329388122+0j),[]
0.027825594022071243,2,1,[-0.13191238  1.        ],[-0.04840191 -0.38066799  1.        ],"[1.0, 0.2487556072078521, 0.14309521207613704, 0.06651201465514707]",(2.0779456540282877+0j),(-1.2476227644819302+0j),[1],(-9.942675670295587+0j),(3.9729774339274986+0j),(0.3305134840150176+0j),[]
0.027825594022071243,3,0,[1.],[-0.01071338 -0.08121586 -0.24875561  1.        ],"[1.0, 0.2487556072078521, 0.14309521207613704, 0.06651201465514707]",(2.1275040561900416+0j),(-1.351707939958465-0j),[1],(-4.854146711423802+4.506756157490548j),(0.6758539699792325-1.047000597194007j),(0.13666278538842633+0j),[]
0.030538555088334158,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]",,,,,,,
0.030538555088334158,0,1,[0.2486348 1.       ],[1.],"[1.0, 0.24863480145084166, 0.0, 0.0]",,,,,,,
0.030538555088334158,0,2,[0.14297482 0.2486348  1.        ],[1.],"[1.0, 0.24863480145084166, 0.14297481984034763, 0.0]",,,,,,,
0.030538555088334158,0,3,[0.06643408 0.14297482 0.2486348  1.        ],[1.],"[1.0, 0.24863480145084166, 0.14297481984034763, 0.0664340830748268]",,,,,,,
0.030538555088334158,1,0,[1.],[-0.2486348  1.       ],"[1.0, 0.24863480145084166, 0.06181926449249945, 0.015370420552929665]",(4.021963112825591+0j),(-4.021963112825591+0j),[1],,,0j,[]
0.030538555088334158,1,1,[-0.32640465  1.        ],[-0.57503945  1.        ],"[1.0, 0.24863480145084166, 0.14297481984034763, 0.08221616197369486]",(1.7390111190801214+0j),(-0.7519113396740484+0j),[1],,,(0.567621315686708+0j),[0.56762132]
