sigma,residues,poles,poly_type,pole_2,res_2,remainder
17.073526474706906,,,0_0,,,
17.073526474706906,,,0_1,,,
17.073526474706906,,,0_2,,,
17.073526474706906,-208.208084383767,208.208084383767,1_0,,,0.0
17.073526474706906,-74.85549285605627,124.84197520530597,1_1,,,0.4003980413402271
17.073526474706906,-108.66756547078307,142.8034350490781,2_0,(-454.598105141445+0j),(108.66756547078307+0j),0.18190037715022772
19.179102616724887,,,0_0,,,
19.179102616724887,,,0_1,,,
19.179102616724887,,,0_2,,,
19.179102616724887,-257.21583052091586,257.21583052091586,1_0,,,0.0
19.179102616724887,-90.59719771398053,152.65331130659803,1_1,,,0.40651665569166906
19.179102616724887,-133.0054688582804,175.3421055725709,2_0,(-550.8576205441913+0j),(133.0054688582804+0j),0.1831527389434668
21.54434690031885,,,0_0,,,
21.54434690031885,,,0_1,,,
21.54434690031885,,,0_2,,,
21.54434690031885,-318.89351073168933,318.89351073168933,1_0,,,0.0
21.54434690031885,-110.32497236886253,187.56843487133753,1_1,,,0.4118148267082365
21.54434690031885,-163.57644824648153,216.23509146483912,2_0,(-671.7029928287367+0j),(163.57644824648153+0j),0.18422055674818746
24.20128264794381,,,0_0,,,
24.20128264794381,,,0_1,,,
24.20128264794381,,,0_2,,,
24.20128264794381,-396.57669480365456,396.57669480365456,1_0,,,0.0
24.20128264794381,-135.0933815316317,231.46249531546914,1_1,,,0.4163487205669854
24.20128264794381,-202.02481843746975,267.6850391855507,2_0,(-823.6192450124898+0j),(202.02481843746975+0j),0.18512235438160163
27.1858824273294,,,0_0,,,
27.1858824273294,,,0_1,,,
27.1858824273294,,,0_2,,,
27.1858824273294,-494.47445060831154,494.47445060831154,1_0,,,0.0
27.1858824273294,-166.27180442826125,286.73534687289094,1_1,,,0.42012100621145565
27.1858824273294,-250.45139111570435,332.4943426298986,2_0,(-1015.000912483659+0j),(250.45139111570435+0j),0.18586439556300927
30.53855508833416,,,0_0,,,
30.53855508833416,,,0_1,,,
30.53855508833416,,,0_2,,,
30.53855508833416,-617.8974179628932,617.8974179628932,1_0,,,0.0
30.53855508833416,-205.42800116194212,356.2771835176121,1_1,,,0.42340399367228343
30.53855508833416,-311.4002735603695,414.10503166212663,2_0,(-1255.564226289781+0j),(311.4002735603695+0j),0.18650416666492817
34.30469286314919,,,0_0,,,
34.30469286314919,,,0_1,,,
34.30469286314919,,,0_2,,,
34.30469286314919,-773.5457546835888,773.5457546835888,1_0,,,0.0
34.30469286314919,-254.8018185510859,443.96043182456094,1_1,,,0.42607088315524594
34.30469286314919,-388.2558486580679,517.0136839141577,2_0,(-1559.0009432566285+0j),(388.2558486580679+0j),0.1870198039920301
38.53528593710527,,,0_0,,,
38.53528593710527,,,0_1,,,
38.53528593710527,,,0_2,,,
