pole_2,poles,poly_type,remainder,res_2,residues,sigma
,2.4706450094386776,1_2,0.27073493940425236,,-1.5226464743395869,1.211081081081081
(-6.157393251517231+0j),2.731280988451301,2_0,0.212857664618229,(1.8920224402719132+0j),-1.8920224402719132,1.211081081081081
(-13.261768943185043+0j),2.3995237427798437,2_1,0.36652852925579754,(5.740310574431289+0j),-1.3608982341250373,1.211081081081081
(-4.876384998204968+5.03649478868414j),2.4865143945892703,3_0,0.14207922482415508,(0.7677995135305722-1.1224533746492673j),-1.535599027061144,1.211081081081081
,,0_0,,,,1.3111711711711709
,,0_1,,,,1.3111711711711709
,,0_2,,,,1.3111711711711709
,,0_3,,,,1.3111711711711709
,4.987014213873407,1_0,0.0,,-4.987014213873407,1.3111711711711709
,2.04223420468813,1_1,0.5904895961581932,,-0.8363161539013872,1.3111711711711709
,2.4984386172284805,1_2,0.27518436903306714,,-1.531298651581426,1.3111711711711709
(-6.227959461854254+0j),2.7694155383453753,2_0,0.21306016456465296,(1.9169821981924273+0j),-1.9169821981924273,1.3111711711711709
(-13.567795287959985+0j),2.427494877185411,2_1,0.3692768883920596,(5.906690981113004+0j),-1.3706936951619035,1.3111711711711709
(-4.889492669753032+5.08221030679714j),2.5180123979587092,3_0,0.1424471235381099,(0.775934795686458-1.130952987831705j),-1.5518695913729155,1.3111711711711709
,,0_0,,,,1.4112612612612612
,,0_1,,,,1.4112612612612612
,,0_2,,,,1.4112612612612612
,,0_3,,,,1.4112612612612612
,5.0658522454799915,1_0,0.0,,-5.0658522454799915,1.4112612612612612
,2.06683051235436,1_1,0.5920073440360425,,-0.8432516701628024,1.4112612612612612
,2.526350839471234,1_2,0.27954419709620487,,-1.5400102175182036,1.4112612612612612
(-6.298983418575587+0j),2.8077589714874316,2_0,0.2132574371488214,(1.9420805428793717+0j),-1.9420805428793717,1.4112612612612612
(-13.877750711299464+0j),2.455581369983814,2_1,0.3719817547602769,(6.075701528678079+0j),-1.380523906150248,1.4112612612612612
(-4.903875696605596+5.128174260846079j),2.5496775047095173,3_0,0.14280360719058174,(0.7841222045881643-1.1396836907149317j),-1.5682444091763286,1.4112612612612612
,,0_0,,,,1.5113513513513512
,,0_1,,,,1.5113513513513512
,,0_2,,,,1.5113513513513512
,,0_3,,,,1.5113513513513512
,5.145153449957995,1_0,0.0,,-5.145153449957995,1.5113513513513512
,2.0915513871181504,1_1,0.5934909604814165,,-0.8502345454811605,1.5113513513513512
,2.55438066614549,1_2,0.2838165546951479,,-1.5487809004546056,1.5113513513513512
(-6.370459215807001+0j),2.846308847246095,2_0,0.21344964895796506,(1.9673159075856668+0j),-1.9673159075856668,1.5113513513513512
(-14.191629278361843+0j),2.483782227114868,2_1,0.37464377459606013,(6.247339109354364+0j),-1.3903891048584254,1.5113513513513512
(-4.9194629161493815+5.174396659478166j),2.5815077936594415,3_0,0.1431491433809611,(0.7923610109072075-1.1486318358532777j),-1.5847220218144153,1.5113513513513512
,,0_0,,,,1.6114414414414413
,,0_1,,,,1.6114414414414413
,,0_2,,,,1.6114414414414413
,,0_3,,,,1.6114414414414413
,5.224911552723176,1_0,0.0,,-5.224911552723176,1.6114414414414413
,2.1163956984414107,1_1,0.5949413349708542,,-0.8572644162841044,1.6114414414414413
,2.5825270933917372,1_2,0.2880035136453403,,-1.557610427674629,1.6114414414414413
(-6.442381038864898+0j),2.8850627386578855,2_0,0.21363696015308303,(1.9926867346287573+0j),-1.9926867346287573,1.6114414414414413
(-14.509424174594574+0j),2.512096459834149,2_1,0.3772635900111955,(6.421599981994223+0j),-1.4002895137332378,1.6114414414414413
(-4.936188984764262+5.220885572731085j),2.613501360798462,3_0,0.14348417561658294,(0.8006505014968898-1.1577850686658528j),-1.601301002993779,1.6114414414414413
,,0_0,,,,1.7115315315315314
,,0_1,,,,1.7115315315315314
,,0_2,,,,1.7115315315315314
,,0_3,,,,1.7115315315315314
,5.305120321998316,1_0,0.0,,-5.305120321998316,1.7115315315315314
,2.1413623140941445,1_1,0.5963593313398134,,-0.8643409163046849,1.7115315315315314
,2.6107891008821236,1_2,0.2921071039295192,,-1.566498485944116,1.7115315315315314
(-6.514743154732085+0j),2.9240182317510968,2_0,0.21381952481019664,(2.018191474454667+0j),-2.018191474454667,1.7115315315315314
(-14.831128336209387+0j),2.5405230683184157,2_1,0.37984184623779504,(6.598480141695227+0j),-1.4102253164683223,1.7115315315315314
(-4.953993636920771+5.267647376620397j),2.645656309655908,3_0,0.14380912561606946,(0.808989972859612-1.1671321492229538j),-1.6179799457192234,1.7115315315315314
,,0_0,,,,1.8116216216216208
,,0_1,,,,1.8116216216216208
,,0_2,,,,1.8116216216216208
,,0_3,,,,1.8116216216216208
,5.385773570844824,1_0,0.0,,-5.385773570844824,1.8116216216216208
,2.1664501024048852,1_1,0.5977457882498668,,-0.8714636782388724,1.8116216216216208
,2.639165706606563,1_2,0.29612927596051236,,-1.5754448191757124,1.8116216216216208
(-6.587539915888044+0j),2.9631729274597185,2_0,0.21399749115251138,(2.0438285871944895+0j),-2.0438285871944895,1.8116216216216208
(-15.156732898448038+0j),2.5690610808568684,2_1,0.38237917211694405,(6.777974426922121+0j),-1.420196716490339,1.8116216216216208
(-4.972821531730968+5.314687101897124j),2.6779707734132114,3_0,0.14412439267135058,(0.8173787441813645-1.1766628752497812j),-1.6347574883627292,1.8116216216216208
,,0_0,,,,1.9117117117117115
,,0_1,,,,1.9117117117117115
,,0_2,,,,1.9117117117117115
,,0_3,,,,1.9117117117117115
,5.46686515906658,1_0,0.0,,-5.46686515906658,1.9117117117117115
,2.191657931784545,1_1,0.5991015201555198,,-0.8786323331915216,1.9117117117117115
,2.6676559089201404,1_2,0.3000719448220198,,-1.5844491242181555,1.9117117117117115
(-6.660765754700012+0j),3.0025244415823034,2_0,0.21417100183599472,(2.0695965423697293+0j),-2.0695965423697293,1.9117117117117115
(-15.486228898461713+0j),2.597709512883548,2_1,0.38487620021170077,(6.960077500620985+0j),-1.4302038759517675,1.9117117117117115
(-4.992621399319747+5.362008531785061j),2.710442892044437,3_0,0.14443035708755728,(0.8258161423819576-1.1863679067099204j),-1.6516322847639142,1.9117117117117115
,,0_0,,,,2.0118018018018016
,,0_1,,,,2.0118018018018016
,,0_2,,,,2.0118018018018016
,,0_3,,,,2.0118018018018016
,5.548388994989649,1_0,0.0,,-5.548388994989649,2.0118018018018016
,2.2169846712866184,1_1,0.6004273180397738,,-0.8858465109707045,2.0118018018018016
,2.696258716635966,1_2,0.30393696970621875,,-1.5935111051477002,2.0118018018018016
(-6.7344151817087585+0j),3.042070405450995,2_0,0.21434019419460357,(2.0954938192925643+0j),-2.0954938192925643,2.0118018018018016
(-15.819606405470422+0j),2.6264673882854623,2_1,0.38733355581775697,(7.14478335341221+0j),-1.4402469480845674,2.0118018018018016
(-5.01334583861961+5.409614432993159j),2.7430708240748274,3_0,0.14472738025278659,(0.8343015089351189-1.196238697927855j),-1.6686030178702376,2.0118018018018016
,,0_0,,,,2.1118918918918914
,,0_1,,,,2.1118918918918914
,,0_2,,,,2.1118918918918914
,,0_3,,,,2.1118918918918914
,5.630339037121689,1_0,0.0,,-5.630339037121689,2.1118918918918914
,2.242429190038044,1_1,0.6017239503245959,,-0.8931058394851682,2.1118918918918914
,2.7249731468219642,1_2,0.30772615689786775,,-1.6026304697652372,2.1118918918918914
(-6.808482780181324+0j),3.0818084657745595,2_0,0.21450520049804206,(2.121518906697797+0j),-2.121518906697797,2.1118918918918914
(-16.156854559921356+0j),2.6553337377128656,2_1,0.38975185735183804,(7.332085329855451+0j),-1.450326075364415,2.1118918918918914
(-5.034950940631457+5.457506699063904j),2.775852745280111,3_0,0.14501580583583354,(0.8428341986182462-1.2062674089449859j),-1.6856683972364923,2.1118918918918914
,,0_0,,,,2.2119819819819817
,,0_1,,,,2.2119819819819817
,,0_2,,,,2.2119819819819817
,,0_3,,,,2.2119819819819817
,5.712709295694796,1_0,0.0,,-5.712709295694796,2.2119819819819817
,2.2679903624903597,1_1,0.6029921627204872,,-0.9004099487830761,2.2119819819819817
,2.7537982083277437,1_2,0.31144127522360593,,-1.6118068970073123,2.2119819819819817
(-6.882963221067824+0j),3.121736288601587,2_0,0.21466614806561057,(2.147670306294635+0j),-2.147670306294635,2.2119819819819817
(-16.4979622813119+0j),2.684307588174928,2_1,0.3921317226354455,(7.521976527979872+0j),-1.4604413719815617,2.2119819819819817
(-5.0573958550077105+5.505686453633589j),2.8087868446760615,3_0,0.145295961425744,(0.8514135758282029-1.2164468131009603j),-1.7028271516564053,2.2119819819819817
,,0_0,,,,2.3120720720720715
,,0_1,,,,2.3120720720720715
,,0_2,,,,2.3120720720720715
,,0_3,,,,2.3120720720720715
,5.795493834095554,1_0,0.0,,-5.795493834095554,2.3120720720720715
,2.2936670590246866,1_1,0.6042326806508221,,-0.9077584634297127,2.3120720720720715
,2.7827329273162227,1_2,0.31508403480593455,,-1.6210400890636387,2.3120720720720715
(-6.95785122725933+0j),3.1618515528389293,2_0,0.21482315969878765,(2.1739465264333138+0j),-2.1739465264333138,2.3120720720720715
(-16.842917141598956+0j),2.7133879787136324,2_1,0.3944737581124858,(7.714449175604156+0j),-1.4705929522046768,2.3120720720720715
(-5.080642684322391+5.554154191710769j),2.841871329734994,3_0,0.145568158523104,(0.8600390187103468-1.2267702593741214j),-1.7200780374206937,2.3120720720720715
,,0_0,,,,2.4121621621621623
,,0_1,,,,2.4121621621621623
,,0_2,,,,2.4121621621621623
,,0_3,,,,2.4121621621621623
,5.878686770186118,1_0,0.0,,-5.878686770186118,2.4121621621621623
,2.319458156075816,1_1,0.6054462081839441,,-0.9151510104383903,2.4121621621621623
,2.8117763320954436,1_2,0.3186561042435513,,-1.63032973747076,2.4121621621621623
(-7.033141605809924+0j),3.202151957641,2_0,0.21497635366212026,(2.200346088932049+0j),-2.200346088932049,2.4121621621621623
(-17.1917061925297+0j),2.7425739522854142,2_1,0.39677856570023784,(7.909495084126471+0j),-1.4807809137980092,2.4121621621621623
(-5.104656111579122+5.6029098587215485j),2.875104425183172,3_0,0.14583269406736757,(0.8687099165887072-1.2372315966315353j),-1.7374198331774144,2.4121621621621623
,,0_0,,,,2.512252252252252
,,0_1,,,,2.512252252252252
,,0_2,,,,2.512252252252252
,,0_3,,,,2.512252252252252
,5.962282277519951,1_0,0.0,,-5.962282277519951,2.512252252252252
,2.345362531589803,1_1,0.6066334295454774,,-0.9225872155240178,2.512252252252252
,2.840927455143347,1_2,0.3221591080200823,,-1.6396755302145378,2.512252252252252
(-7.108829229366606+0j),3.242635219341349,2_0,0.21512584398465243,(2.2268675260054236+0j),-2.2268675260054236,2.512252252252252
(-17.544315753049887+0j),2.7718645559298887,2_1,0.3990467410001195,(8.10710554186918+0j),-1.4910053409568864,2.512252252252252
(-5.129403195785983+5.651952926272723j),2.9084843714768356,3_0,0.14608985114717624,(0.877425669286129-1.2478251270580245j),-1.7548513385722586,2.512252252252252
,,0_0,,,,2.612342342342342
,,0_1,,,,2.612342342342342
,,0_2,,,,2.612342342342342
,,0_3,,,,2.612342342342342
,6.0462745864561525,1_0,0.0,,-6.0462745864561525,2.612342342342342
,2.3713790663371066,1_1,0.6077950095668709,,-0.9300667040260674,2.612342342342342
,2.870185324027626,1_2,0.3255946341191583,,-1.6490771354050384,2.612342342342342
(-7.1849090380815746+0j),3.283299072532486,2_0,0.21527174061930623,(2.253509381137028+0j),-2.253509381137028,2.612342342342342
(-17.900731773350948+0j),2.8012588344728067,2_1,0.4012788762825692,(8.307271527919818+0j),-1.5012662949167772,2.612342342342342
(-5.154853114402796+5.701282444806238j),2.942009421804772,3_0,0.14633990006239084,(0.886185684772833-1.2585455536757675j),-1.7723713695456655,2.612342342342342
,,0_0,,,,2.712432432432432
,,0_1,,,,2.712432432432432
,,0_2,,,,2.712432432432432
,,0_3,,,,2.712432432432432
,6.130657985175833,1_0,0.0,,-6.130657985175833,2.712432432432432
,2.39750664423093,1_1,0.6089315942875637,,-0.937589101044363,2.712432432432432
,2.899548988016834,1_2,0.3289642182241222,,-1.6585342473239695,2.712432432432432
(-7.2613760382030135+0j),3.3241412704193527,2_0,0.21541414961538155,(2.2802702092757894+0j),-2.2802702092757894,2.712432432432432
(-18.260938950580922+0j),2.8307558498770105,2_1,0.40347555161147564,(8.509983194035657+0j),-1.5115638426059315,2.712432432432432
(-5.18097713083709+5.750897152270147j),2.975677852267016,3_0,0.14658309824476248,(0.8949893850368228-1.2693879639986578j),-1.7899787700736454,2.712432432432432
,,0_0,,,,2.812522522522522
,,0_1,,,,2.812522522522522
,,0_2,,,,2.812522522522522
,,0_3,,,,2.812522522522522
,6.215426820604385,1_0,0.0,,-6.215426820604385,2.812522522522522
,2.4237441526405528,1_1,0.6100438115358794,,-0.9451540315759098,2.812522522522522
,2.929017505555128,1_2,0.3322693535046385,,-1.6680465643885265,2.812522522522522
(-7.3382253007736065+0j),3.3651595851516354,2_0,0.2155531732823759,(2.3071485770238067+0j),-2.3071485770238067,2.812522522522522
(-18.624921148222445+0j),2.8603546722999194,2_1,0.4056373389852787,(8.715230111201443+0j),-1.5218980436594713,2.812522522522522
(-5.207748353090751+5.8007955011082375j),3.0094879570622766,3_0,0.14681969135184492,(0.9038362027612561-1.2803477837378856j),-1.8076724055225126,2.812522522522522
,,0_0,,,,2.9126126126126115
,,0_1,,,,2.9126126126126115
,,0_2,,,,2.9126126126126115
,,0_3,,,,2.9126126126126115
,6.300575499243192,1_0,0.0,,-6.300575499243192,2.9126126126126115
,2.450090482688436,1_1,0.6111322714912734,,-0.9527611206439018,2.9126126126126115
,2.9585898862775877,1_2,0.3355115272636625,,-1.6776136903861674,2.9126126126126115
(-7.415451960390522+0j),3.406351808127623,2_0,0.2156889103458545,(2.3341430628083404+0j),-2.3341430628083404,2.9126126126126115
(-18.992663477024777+0j),2.890054337635425,2_1,0.4077648207239715,(8.923002506648176+0j),-1.5322688890454599,2.9126126126126115
(-5.2351412730841815+5.850975593351164j),3.0434380263912177,3_0,0.14704991554668864,(0.912725567612942-1.291420698922224j),-1.8254511352258838,2.9126126126126115
,,0_0,,,,3.0127027027027022
,,0_1,,,,3.0127027027027022
,,0_2,,,,3.0127027027027022
,,0_3,,,,3.0127027027027022
,6.386098487914111,1_0,0.0,,-6.386098487914111,3.0127027027027022
,2.476544529539077,1_1,0.6121975672273119,,-0.9604099934251465,3.0127027027027022
,2.98826518318524,1_2,0.3386921645223866,,-1.6872352925883152,3.0127027027027022
(-7.493051214047098+0j),3.4477157502759326,2_0,0.21582145609565806,(2.361252257043469+0j),-2.361252257043469,3.0127027027027022
(-19.364149104284742+0j),2.919853914803158,2_1,0.4098585596070685,(9.133289379682934+0j),-1.542676399453595,3.0127027027027022
(-5.263132139421131+5.901435391242223j),3.077526381620476,3_0,0.14727399540333827,(0.921656927358544-1.302602705107637j),-1.843313854717088,3.0127027027027022
,,0_0,,,,3.112792792792792
,,0_1,,,,3.112792792792792
,,0_2,,,,3.112792792792792
,,0_3,,,,3.112792792792792
,6.471990314420894,1_0,0.0,,-6.471990314420894,3.112792792792792
,2.50310519268574,1_1,0.6132402752352211,,-0.9681002753804258,3.112792792792792
,3.0180425746856367,1_2,0.34181258242537854,,-1.696911238732614,3.112792792792792
(-7.5710183200699195+0j),3.489249242320383,2_0,0.2159509025267765,(2.3884747622858162+0j),-2.3884747622858162,3.112792792792792
(-19.739356166675854+0j),2.9497525666827324,2_1,0.41191907371951264,(9.346076652966374+0j),-1.5531207129020765,3.112792792792792
(-5.291699244673442+5.952172902436657j),3.1117514063741227,3_0,0.14749214236028857,(0.9306297661829472-1.3138901444399962j),-1.8612595323658947,3.112792792792792
,,0_0,,,,3.2128828828828824
,,0_1,,,,3.2128828828828824
,,0_2,,,,3.2128828828828824
,,0_3,,,,3.2128828828828824
,6.558245568130154,1_0,0.0,,-6.558245568130154,3.2128828828828824
,2.529771375955709,1_1,0.614260955971342,,-0.9758315921722179,3.2128828828828824
,3.0479209973481445,1_2,0.34487421010800556,,-1.7066409761358214,3.2128828828828824
(-7.6493485962039935+0j),3.530950134828021,2_0,0.21607733847857108,(2.4158091931967434+0j),-2.4158091931967434,3.2128828828828824
(-20.118271152205573+0j),2.9797492796737566,2_1,0.4139469516836189,(9.561355147702395+0j),-1.5636016943009572,3.2128828828828824
(-5.320820892885887+6.00318552225527j),3.1461114067288585,3_0,0.1477045652909509,(0.9396435201279791-1.3252793939485685j),-1.8792870402559587,3.2128828828828824
,,0_0,,,,3.3129729729729727
,,0_1,,,,3.3129729729729727
,,0_2,,,,3.3129729729729727
,,0_3,,,,3.3129729729729727
,6.644858900475788,1_0,0.0,,-6.644858900475788,3.3129729729729727
,2.5565419889829104,1_1,0.6152601541622116,,-0.983603570719118,3.3129729729729727
,3.077899566267672,1_2,0.3478783386551734,,-1.7164242427493384,3.3129729729729727
(-7.72803742273138+0j),3.5728162992960324,2_0,0.21620084973968762,(2.443254177486238+0j),-2.443254177486238,3.3129729729729727
(-20.500873721624696+0j),3.0098431732822433,2_1,0.41594272047267705,(9.779111545530522+0j),-1.5741193828842999,3.3129729729729727
(-5.350477508143571+6.054470845021197j),3.180604771680343,3_0,0.14791145943518877,(0.948697673577246-1.3367671790211886j),-1.8973953471544927,3.3129729729729727
,,0_0,,,,3.4130630630630625
,,0_1,,,,3.4130630630630625
,,0_2,,,,3.4130630630630625
,,0_3,,,,3.4130630630630625
,6.731825025390042,1_0,0.0,,-6.731825025390042,3.4130630630630625
,2.583415944765579,1_1,0.6162383996877732,,-0.9914158372353621,3.4130630630630625
,3.10797736140168,1_2,0.3508262490715156,,-1.7262607070053726,3.4130630630630625
(-7.807080232494091+0j),3.6148456264154905,2_0,0.21632151922045323,(2.470808354222701+0j),-2.470808354222701,3.4130630630630625
(-20.88714435668266+0j),3.0400333423329595,2_1,0.41790691225765914,(9.99933295123594+0j),-1.5846737654686274,3.4130630630630625
